id,Bestellnummer,Menge,EAN,Name,Variante,Kategorie,L3-EK (privat),Aufschlag Standard,Aufschlag Minimum,VK
CAT00166,"=""EFL2001010""",,"=""4262481469356""",ELFBAR ELFLIQ Cherry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00167,"=""EFL2001013""",,"=""4262481469103""",ELFBAR ELFLIQ Grape Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00168,"=""EFL2001014""",,"=""4262481469394""",ELFBAR ELFLIQ Grape Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00169,"=""EFL2001015""",,"=""4262481469158""",ELFBAR ELFLIQ Peach Ice Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00170,"=""EFL2001016""",,"=""4262481469448""",ELFBAR ELFLIQ Peach Ice Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00171,"=""EFL2001017""",,"=""4262481469196""",ELFBAR ELFLIQ Pink Lemonade Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00172,"=""EFL2001018""",,"=""4262481469486""",ELFBAR ELFLIQ Pink Lemonade Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00173,"=""EFL2001025""",,"=""4262481469226""",ELFBAR ELFLIQ Strawberry Ice Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00174,"=""EFL2001026""",,"=""4262481469516""",ELFBAR ELFLIQ Strawberry Ice Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00175,"=""EFL2001027""",,"=""4262481469240""",ELFBAR ELFLIQ Strawberry Kiwi Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00176,"=""EFL2001028""",,"=""4262481469530""",ELFBAR ELFLIQ Strawberry Kiwi Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00177,"=""EFL2001029""",,"=""4262481469271""",ELFBAR ELFLIQ Watermelon Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00178,"=""EFL2001030""",,"=""4262481469561""",ELFBAR ELFLIQ Watermelon Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00179,"=""ELFL10031""",,"=""4895261109892""",ELFBAR ELFLIQ Cola Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00180,"=""ELFL10032""",,"=""4895261110393""",ELFBAR ELFLIQ Cola Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00181,"=""ELFL10033""",,"=""4895261109939""",ELFBAR ELFLIQ Kiwi Passion Fruit Guava Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00182,"=""ELFL10034""",,"=""4895261110430""",ELFBAR ELFLIQ Kiwi Passion Fruit Guava Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00183,"=""EFL101031""",,"=""4895261110140""",ELFBAR ELFLIQ Cola Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00184,"=""EFL101032""",,"=""4895261110645""",ELFBAR ELFLIQ Cola Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00185,"=""EFL101033""",,"=""4895261110188""",ELFBAR ELFLIQ Kiwi Passion Fruit Guava Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00186,"=""EFL101034""",,"=""4895261110683""",ELFBAR ELFLIQ Kiwi Passion Fruit Guava Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00187,"=""EFL2001031""",,"=""4262481469080""",ELFBAR ELFLIQ Cola Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00188,"=""EFL2001032""",,"=""4262481469370""",ELFBAR ELFLIQ Cola Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00189,"=""EFL2001033""",,"=""4262481469110""",ELFBAR ELFLIQ Kiwi Passion Fruit Guava Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00190,"=""EFL2001034""",,"=""4262481469400""",ELFBAR ELFLIQ Kiwi Passion Fruit Guava Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00191,"=""1602132""",,"=""4262423772162""",4x Uwell Caliburn A3S Pod Tank Verdampfer 0.8 Ohm,"=""0.8""",Pods,,25%,15%,
CAT00192,"=""1602133""",,"=""4262423772179""",4x Uwell Caliburn A3S Pod Tank Verdampfer 1.0 Ohm,"=""1.0""",Pods,,25%,15%,
CAT00193,"=""802101""",,"=""4262423774548""",4x Vaporesso Luxe Q Meshed Pod Tank Verdampfer 1.0 Ohm,"=""1.0""",Pods,,25%,15%,
CAT00194,"=""802102""",,"=""4262423774876""",4x Vaporesso Luxe Q Meshed Pod Tank Verdampfer 1.2 Ohm,"=""1.2""",Pods,,25%,15%,
CAT00195,"=""ELFL10003""",,"=""4895261109847""",ELFBAR ELFLIQ Blue Razz Lemonade Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00196,"=""ELFL10004""",,"=""4895261110348""",ELFBAR ELFLIQ Blue Razz Lemonade Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00197,"=""ELFL10011""",,"=""4895261109885""",ELFBAR ELFLIQ Cherry Cola Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00198,"=""ELFL10012""",,"=""4895261110386""",ELFBAR ELFLIQ Cherry Cola Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00199,"=""ELFL10021""",,"=""4895261110003""",ELFBAR ELFLIQ Spearmint Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00200,"=""ELFL10022""",,"=""4895261110508""",ELFBAR ELFLIQ Spearmint Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00201,"=""EFL101003""",,"=""4895261110096""",ELFBAR ELFLIQ Blue Razz Lemonade Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00202,"=""EFL101004""",,"=""4895261110591""",ELFBAR ELFLIQ Blue Razz Lemonade Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00203,"=""EFL101011""",,"=""4895261110133""",ELFBAR ELFLIQ Cherry Cola Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00204,"=""EFL101021""",,"=""4895261110256""",ELFBAR ELFLIQ Spearmint Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00205,"=""EFL101022""",,"=""4895261110751""",ELFBAR ELFLIQ Spearmint Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00206,"=""EFL2001003""",,"=""4262481469035""",ELFBAR ELFLIQ Blue Razz Lemonade Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00207,"=""EFL2001004""",,"=""4262481469325""",ELFBAR ELFLIQ Blue Razz Lemonade Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00208,"=""EFL2001011""",,"=""4262481469073""",ELFBAR ELFLIQ Cherry Cola Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00209,"=""EFL2001012""",,"=""4262481469363""",ELFBAR ELFLIQ Cherry Cola Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00210,"=""EFL2001021""",,"=""4262481469219""",ELFBAR ELFLIQ Spearmint Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00211,"=""EFL2001022""",,"=""4262481469509""",ELFBAR ELFLIQ Spearmint Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00212,"=""ELFL10035""",,"=""4895261109946""",ELFBAR ELFLIQ Mango Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00213,"=""ELFL10036""",,"=""4895261110447""",ELFBAR ELFLIQ Mango Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00214,"=""EFL101035""",,"=""4895261110195""",ELFBAR ELFLIQ Mango Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00215,"=""EFL101036""",,"=""4895261110690""",ELFBAR ELFLIQ Mango Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00216,"=""EFL2001035""",,"=""4262481469127""",ELFBAR ELFLIQ Mango Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00217,"=""EFL2001036""",,"=""4262481469417""",ELFBAR ELFLIQ Mango Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00218,"=""QM101001""",,"=""4262403389830""",Lost Mary QM600 Einweg E-Zigarette - Blue Razz Cherry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00219,"=""QM101002""",,"=""4262403389823""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00220,"=""QM101003""",,"=""4262403389816""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Raspberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00221,"=""QM101004""",,"=""4262403389809""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Raspberry Pomegranate (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00222,"=""QM101005""",,"=""4262403389793""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Sour Raspberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00223,"=""QM101006""",,"=""4262403389786""",Lost Mary QM600 Einweg E-Zigarette - Cherry Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00224,"=""QM101007""",,"=""4262403389779""",Lost Mary QM600 Einweg E-Zigarette - Cherry Peach Lemonade (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00225,"=""QM101008""",,"=""4262403389762""",Lost Mary QM600 Einweg E-Zigarette - Cola (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00226,"=""QM101009""",,"=""4262403389755""",Lost Mary QM600 Einweg E-Zigarette - Grape (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00227,"=""QM101010""",,"=""4262403389748""",Lost Mary QM600 Einweg E-Zigarette - Kiwi Passionfruit Guava (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00228,"=""QM101011""",,"=""4262403389731""",Lost Mary QM600 Einweg E-Zigarette - Mad Blue (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00229,"=""QM101012""",,"=""4262403389724""",Lost Mary QM600 Einweg E-Zigarette - Marygy Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00230,"=""QM101013""",,"=""4262403389717""",Lost Mary QM600 Einweg E-Zigarette - Peach Strawberry Watermelon Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00231,"=""QM101014""",,"=""4262403389700""",Lost Mary QM600 Einweg E-Zigarette - Pink Lemonade (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00232,"=""QM101015""",,"=""4262403389694""",Lost Mary QM600 Einweg E-Zigarette - Red Apple Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00233,"=""QM101016""",,"=""4262403389687""",Lost Mary QM600 Einweg E-Zigarette - Strawberry Kiwi (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00234,"=""QM101017""",,"=""4262403389670""",Lost Mary QM600 Einweg E-Zigarette - Triple Mango (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00235,"=""QM101018""",,"=""4262403389847""",Lost Mary QM600 Einweg E-Zigarette - Watermelon Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00236,"=""QM4001001""",,"=""4262423770014""",Lost Mary QM600 Einweg E-Zigarette - Blue Razz Cherry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00237,"=""QM4001002""",,"=""4262423770007""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00238,"=""QM4001003""",,"=""4262403389991""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Raspberry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00239,"=""QM4001004""",,"=""4262403389984""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Raspberry Pomegranate (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00240,"=""QM4001005""",,"=""4262403389977""",Lost Mary QM600 Einweg E-Zigarette - Blueberry Sour Raspberry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00241,"=""QM4001006""",,"=""4262403389960""",Lost Mary QM600 Einweg E-Zigarette - Cherry Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00242,"=""QM4001007""",,"=""4262403389953""",Lost Mary QM600 Einweg E-Zigarette - Cherry Peach Lemonade (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00243,"=""QM4001008""",,"=""4262403389946""",Lost Mary QM600 Einweg E-Zigarette - Cola (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00244,"=""QM4001009""",,"=""4262403389939""",Lost Mary QM600 Einweg E-Zigarette - Grape (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00245,"=""QM4001010""",,"=""4262403389922""",Lost Mary QM600 Einweg E-Zigarette - Kiwi Passionfruit Guava (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00246,"=""QM4001011""",,"=""4262403389915""",Lost Mary QM600 Einweg E-Zigarette - Mad Blue (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00247,"=""QM4001012""",,"=""4262403389908""",Lost Mary QM600 Einweg E-Zigarette - Marygy Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00248,"=""QM4001013""",,"=""4262403389892""",Lost Mary QM600 Einweg E-Zigarette - Peach Strawberry Watermelon Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00249,"=""QM4001014""",,"=""4262403389885""",Lost Mary QM600 Einweg E-Zigarette - Pink Lemonade (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00250,"=""QM4001015""",,"=""4262403389878""",Lost Mary QM600 Einweg E-Zigarette - Red Apple Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00251,"=""QM4001016""",,"=""4262403389861""",Lost Mary QM600 Einweg E-Zigarette - Strawberry Kiwi (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00252,"=""QM4001017""",,"=""4262403389854""",Lost Mary QM600 Einweg E-Zigarette - Triple Mango (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00253,"=""QM4001018""",,"=""4262423770021""",Lost Mary QM600 Einweg E-Zigarette - Watermelon Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00254,"=""804048""",,"=""4262403382435""",2x Vaporesso Luxe X M Pod Tank Verdampfer 0.4 Ohm,"=""0.4""",Pods,,25%,15%,
CAT00255,"=""2401088""",,"=""4262423778652""",DotMod dotPod Nano Kit - Purple Limited Edition,"=""purple""",Pods,,25%,15%,
CAT00256,"=""1602136""",,"=""4262423777365""",4x Uwell Caliburn G3 GPP V1 Pod Tank Verdampfer 0.6 Ohm,"=""0.6""",Pods,,25%,15%,
CAT00257,"=""1602137""",,"=""4262423777372""",4x Uwell Caliburn G3 GPP V1 Pod Tank Verdampfer 0.9 Ohm,"=""0.9""",Pods,,25%,15%,
CAT00258,"=""1602135""",,"=""4262423776306""",4x Uwell Caliburn A3 Pod Tank Verdampfer 0.8 Ohm,"=""0.8""",Pods,,25%,15%,
CAT00259,"=""8102053""",,"=""4262423778737""",3x OXVA ONEO Pod Tank Verdampfer 0.4 Ohm,"=""0.4""",Pods,,25%,15%,
CAT00260,"=""8102054""",,"=""4262423778744""",3x OXVA ONEO Pod Tank Verdampfer 0.6 Ohm,"=""0.6""",Pods,,25%,15%,
CAT00261,"=""8102055""",,"=""4262423778751""",3x OXVA ONEO Pod Tank Verdampfer 0.8 Ohm,"=""0.8""",Pods,,25%,15%,
CAT00262,"=""2401090""",,"=""4262423776863""",DotMod Switch R Pod Kit,"=""ocean-blue""",Pods,,25%,15%,
CAT00263,"=""2401092""",,"=""4262423779994""",DotMod Switch R Pod Kit,"=""forest-green""",Pods,,25%,15%,
CAT00264,"=""2401091""",,"=""4262423779963""",DotMod Switch R Pod Kit,"=""silver-obsidian""",Pods,,25%,15%,
CAT00265,"=""2401093""",,"=""4262423779970""",DotMod Switch R Pod Kit,"=""red-obsidian""",Pods,,25%,15%,
CAT00266,"=""2401094""",,"=""4262423776870""",DotMod Switch R Pod Kit,"=""desert-sunset""",Pods,,25%,15%,
CAT00267,"=""1601339""",,"=""4262423776313""",Uwell Whirl F Pod Kit,"=""black""",Pods,,25%,15%,
CAT00268,"=""1601340""",,"=""4262423776320""",Uwell Whirl F Pod Kit,"=""blue""",Pods,,25%,15%,
CAT00269,"=""1601341""",,"=""4262423776337""",Uwell Whirl F Pod Kit,"=""green""",Pods,,25%,15%,
CAT00270,"=""2502083""",,"=""4262445570449""",2x Voopoo PnP X Pod Tank - DTL - Ohne Coil,"=""silver""",Pods,,25%,15%,
CAT00271,"=""2502084""",,"=""4262445570432""",2x Voopoo PnP X Pod Tank - DTL - Ohne Coil,"=""black""",Pods,,25%,15%,
CAT00272,"=""2502086""",,"=""4262445570470""",2x Voopoo PnP X Pod Tank - MTL - Ohne Coil,"=""silver""",Pods,,25%,15%,
CAT00273,"=""2502087""",,"=""4262445570463""",2x Voopoo PnP X Pod Tank - MTL - Ohne Coil,"=""black""",Pods,,25%,15%,
CAT00274,"=""804052""",,"=""4262445570753""",2x Vaporesso Luxe X M Pod Tank Verdampfer 0.6 Ohm,"=""0.6""",Pods,,25%,15%,
CAT00275,"=""202112""",,"=""4262445571187""",3x Joyetech eRoll Slim Pod Tank Verdampfer - Ohne Drip Tip,"=""1.0""",Pods,,25%,15%,
CAT00276,"=""202117""",,"=""4262481462838""",3x Joyetech eRoll Slim Pod Tank Verdampfer - Ohne Drip Tip,"=""0.8""",Pods,,25%,15%,
CAT00277,"=""10221007""",,"=""6932570165961""",Elfbar ELFA Basisgerät,"=""black""",ELFBAR,,25%,15%,
CAT00278,"=""10221009""",,"=""6932570165992""",Elfbar ELFA Basisgerät,"=""navy-blue""",ELFBAR,,25%,15%,
CAT00279,"=""10221011""",,"=""6932570166005""",Elfbar ELFA Basisgerät,"=""aurora-blue""",ELFBAR,,25%,15%,
CAT00280,"=""10221008""",,"=""6932570165978""",Elfbar ELFA Basisgerät,"=""white""",ELFBAR,,25%,15%,
CAT00281,"=""10221012""",,"=""6932570165985""",Elfbar ELFA Basisgerät,"=""aurora-purple""",ELFBAR,,25%,15%,
CAT00282,"=""10221015""",,"=""6932570166012""",Elfbar ELFA Basisgerät,"=""twilight-blue""",ELFBAR,,25%,15%,
CAT00283,"=""10221013""",,"=""6932570166029""",Elfbar ELFA Basisgerät,"=""aurora-green""",ELFBAR,,25%,15%,
CAT00284,"=""10221014""",,"=""6932570166036""",Elfbar ELFA Basisgerät,"=""aurora-pink""",ELFBAR,,25%,15%,
CAT00285,"=""10221016""",,"=""6932570166043""",Elfbar ELFA Basisgerät,"=""twilight-brown""",ELFBAR,,25%,15%,
CAT00286,"=""ELFA101007""",,"=""6932570166067""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""black""",ELFBAR,,25%,15%,
CAT00287,"=""ELFA101008""",,"=""6932570166074""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""white""",ELFBAR,,25%,15%,
CAT00288,"=""ELFA101009""",,"=""6932570166098""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""navy-blue""",ELFBAR,,25%,15%,
CAT00289,"=""ELFA101011""",,"=""6932570166104""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""aurora-blue""",ELFBAR,,25%,15%,
CAT00290,"=""ELFA101012""",,"=""6932570166081""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""aurora-purple""",ELFBAR,,25%,15%,
CAT00291,"=""ELFA101013""",,"=""6932570166128""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""aurora-green""",ELFBAR,,25%,15%,
CAT00292,"=""ELFA101014""",,"=""6932570166135""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""aurora-pink""",ELFBAR,,25%,15%,
CAT00293,"=""ELFA101015""",,"=""6932570166111""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""twilight-blue""",ELFBAR,,25%,15%,
CAT00294,"=""ELFA101016""",,"=""6932570166142""",Elfbar ELFA Basisgerät (VE = 10Stk),"=""twilight-brown""",ELFBAR,,25%,15%,
CAT00295,"=""FA2001007""",,"=""4262481460193""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""black""",ELFBAR,,25%,15%,
CAT00296,"=""FA2001008""",,"=""4262481460230""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""white""",ELFBAR,,25%,15%,
CAT00297,"=""FA2001009""",,"=""4262481460209""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""navy-blue""",ELFBAR,,25%,15%,
CAT00298,"=""FA2001011""",,"=""4262481463910""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""aurora-blue""",ELFBAR,,25%,15%,
CAT00299,"=""FA2001012""",,"=""4262481463941""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""aurora-purple""",ELFBAR,,25%,15%,
CAT00300,"=""FA2001013""",,"=""4262481463927""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""aurora-green""",ELFBAR,,25%,15%,
CAT00301,"=""FA2001014""",,"=""4262481463934""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""aurora-pink""",ELFBAR,,25%,15%,
CAT00302,"=""FA2001015""",,"=""4262481460216""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""twilight-blue""",ELFBAR,,25%,15%,
CAT00303,"=""FA2001016""",,"=""4262481460223""",Elfbar ELFA Basisgerät (VE = 200Stk),"=""twilight-brown""",ELFBAR,,25%,15%,
CAT00304,"=""2402069""",,"=""4262423776887""",2x DotMod Switch R Pod Tank Verdampfer 0.8 Ohm,"=""0.8""",Pods,,25%,15%,
CAT00305,"=""9501072""",,"=""4262445573051""",Nevoks Feelin 2 Pod Kit,"=""crimson-red""",Pods,,25%,15%,
CAT00306,"=""9501073""",,"=""4262445573068""",Nevoks Feelin 2 Pod Kit,"=""ice-green""",Pods,,25%,15%,
CAT00307,"=""9501075""",,"=""4262445573082""",Nevoks Feelin 2 Pod Kit,"=""punch-pink""",Pods,,25%,15%,
CAT00308,"=""9502011""",,"=""4262445573099""",2x Nevoks Feelin 2 Pod Tank Verdampfer - Ohne Coil,,Pods,,25%,15%,
CAT00309,"=""2402068""",,"=""4262445573532""",2x DotMod Switch R Pod Tank Verdampfer 0.6 Ohm,"=""0.6""",Pods,,25%,15%,
CAT00310,"=""2402076""",,"=""4262445573549""",2x DotMod Switch R Pod Tank Verdampfer 1.0 Ohm,"=""1.0""",Pods,,25%,15%,
CAT00311,"=""10222039""",,"=""6932570164186""",2x Elfbar ELFA Pod - Strawberry Raspberry,"=""20mg""",Pods,,25%,15%,
CAT00312,"=""10222041""",,"=""6932570164179""",2x Elfbar ELFA Pod - Strawberry Grape,"=""20mg""",Pods,,25%,15%,
CAT00313,"=""10222049""",,"=""6932570164117""",2x Elfbar ELFA Pod - Blueberry Snoow (ehem. Berry Snoow),"=""20mg""",Pods,,25%,15%,
CAT00314,"=""10222059""",,"=""6932570164131""",2x Elfbar ELFA Pod - Mango,"=""20mg""",Pods,,25%,15%,
CAT00315,"=""10222067""",,"=""6932570163936""",2x Elfbar ELFA Pod - Cola,"=""20mg""",Pods,,25%,15%,
CAT00316,"=""EFA101039""",,"=""6932570164490""",2x Elfbar ELFA Pod - Strawberry Raspberry (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT00317,"=""EFA101041""",,"=""6932570164483""",2x Elfbar ELFA Pod - Strawberry Grape (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT00318,"=""EFA101049""",,"=""6932570164421""",2x Elfbar ELFA Pod - Blueberry Snoow (ehem. Berry Snoow) (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT00319,"=""EFA101059""",,"=""6932570164445""",2x Elfbar ELFA Pod - Mango (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT00320,"=""EFA101067""",,"=""6932570164247""",2x Elfbar ELFA Pod - Cola (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT00321,"=""EFA4001039""",,"=""4262481469875""",2x Elfbar ELFA Pod - Strawberry Raspberry (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT00322,"=""EFA4001041""",,"=""4262481469837""",2x Elfbar ELFA Pod - Strawberry Grape (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT00323,"=""EFA4001049""",,"=""4262481469592""",2x Elfbar ELFA Pod - Blueberry Snoow (ehem. Berry Snoow) (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT00324,"=""EFA4001059""",,"=""4262481469745""",2x Elfbar ELFA Pod - Mango (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT00325,"=""EFA4001067""",,"=""4262481469684""",2x Elfbar ELFA Pod - Cola (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT00326,"=""10222075""",,"=""6932570164049""",2x Elfbar ELFA Pod - Blue Razz Lemonade,"=""20mg""",Pods,,25%,15%,
CAT00327,"=""10222077""",,"=""6932570164018""",2x Elfbar ELFA Pod - Blueberry Sour Raspberry,"=""20mg""",Pods,,25%,15%,
CAT00328,"=""10222081""",,"=""6932570163974""",2x Elfbar ELFA Pod - Pink Lemonade,"=""20mg""",Pods,,25%,15%,
CAT00329,"=""10222083""",,"=""6932570163950""",2x Elfbar ELFA Pod - Strawberry Kiwi,"=""20mg""",Pods,,25%,15%,
CAT00330,"=""EFA101075""",,"=""6932570164353""",2x Elfbar ELFA Pod - Blue Razz Lemonade (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT00331,"=""EFA101077""",,"=""6932570164322""",2x Elfbar ELFA Pod - Blueberry Sour Raspberry (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
