id,Bestellnummer,Menge,EAN,Name,Variante,Kategorie,L3-EK (privat),Aufschlag Standard,Aufschlag Minimum,VK
CAT01533,"=""801948""",,"=""4262519679948""",Vaporesso XROS 6 Mini Pod Kit,"=""jelly-blue""",Pods,,25%,15%,
CAT01534,"=""801949""",,"=""4262519679955""",Vaporesso XROS 6 Mini Pod Kit,"=""jelly-orange""",Pods,,25%,15%,
CAT01535,"=""801947""",,"=""4262519679931""",Vaporesso XROS 6 Mini Pod Kit,"=""jelly-green""",Pods,,25%,15%,
CAT01536,"=""801950""",,"=""4262519679818""",Vaporesso XROS 6 Pod Kit,"=""pearl-white""",Pods,,25%,15%,
CAT01537,"=""801953""",,"=""4262519679764""",Vaporesso XROS 6 Pod Kit,"=""slate-black""",Pods,,25%,15%,
CAT01538,"=""801960""",,"=""4262519679849""",Vaporesso XROS 6 Pod Kit,"=""aurora-blue""",Pods,,25%,15%,
CAT01539,"=""801951""",,"=""4262519679740""",Vaporesso XROS 6 Pod Kit,"=""cosmic-black""",Pods,,25%,15%,
CAT01540,"=""801952""",,"=""4262519679757""",Vaporesso XROS 6 Pod Kit,"=""abyssal-blue""",Pods,,25%,15%,
CAT01541,"=""801954""",,"=""4262519679771""",Vaporesso XROS 6 Pod Kit,"=""carbon-fiber-gray""",Pods,,25%,15%,
CAT01542,"=""801955""",,"=""4262519679788""",Vaporesso XROS 6 Pod Kit,"=""silk-gray""",Pods,,25%,15%,
CAT01543,"=""801957""",,"=""4262519679795""",Vaporesso XROS 6 Pod Kit,"=""silk-green""",Pods,,25%,15%,
CAT01544,"=""801958""",,"=""4262519679825""",Vaporesso XROS 6 Pod Kit,"=""dreamy-pink""",Pods,,25%,15%,
CAT01545,"=""801959""",,"=""4262519679832""",Vaporesso XROS 6 Pod Kit,"=""scorching-cloud""",Pods,,25%,15%,
CAT01546,"=""801956""",,"=""4262519679801""",Vaporesso XROS 6 Pod Kit,"=""silk-brown""",Pods,,25%,15%,
CAT01547,"=""2501858""",,"=""4262519676923""",Voopoo Drag X3 Pod Kit,"=""spray-black""",Pods,,25%,15%,
CAT01548,"=""2501859""",,"=""4262519676930""",Voopoo Drag X3 Pod Kit,"=""gray-metal""",Pods,,25%,15%,
CAT01549,"=""2501864""",,"=""4262519676985""",Voopoo Drag X3 Pod Kit,"=""glow-pink""",Pods,,25%,15%,
CAT01550,"=""2501861""",,"=""4262519676954""",Voopoo Drag X3 Pod Kit,"=""aurora-purple""",Pods,,25%,15%,
CAT01551,"=""2501862""",,"=""4262519676961""",Voopoo Drag X3 Pod Kit,"=""moss-green""",Pods,,25%,15%,
CAT01552,"=""2501863""",,"=""4262519676978""",Voopoo Drag X3 Pod Kit,"=""champ-gold""",Pods,,25%,15%,
CAT01553,"=""2501860""",,"=""4262519676947""",Voopoo Drag X3 Pod Kit,"=""sky-blue""",Pods,,25%,15%,
CAT01554,"=""2501920""",,"=""4262519678675""",Voopoo Drag X3 Pod Kit,"=""carbon-fiber-black""",Pods,,25%,15%,
CAT01555,"=""2401194""",,"=""4262519679573""",DotMod dotPod Go Kit - Full Kit - Limited Edition,"=""pink""",Pods,,25%,15%,
CAT01556,"=""2401195""",,"=""4262519679580""",DotMod dotPod Go Kit - Limited Edition,"=""pink""",Pods,,25%,15%,
CAT01557,"=""10222125""",,"=""6932570192301""",2x Elfbar ELFA Pod - Triple Berries,"=""20mg""",Pods,,25%,15%,
CAT01558,"=""EFA101125""",,"=""6932570192332""",2x Elfbar ELFA Pod - Triple Berries (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01559,"=""EFA4001181""",,"=""4262519676176""",2x Elfbar ELFA Pod - Triple Berries (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01560,"=""ELFL10089""",,"=""4895261135594""",ELFBAR ELFLIQ Cactus Ice Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01561,"=""ELFL10090""",,"=""4895261135747""",ELFBAR ELFLIQ Cactus Ice Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01562,"=""ELFL10091""",,"=""4895261135600""",ELFBAR ELFLIQ Dragon Fruit Blackberry Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01563,"=""ELFL10092""",,"=""4895261135754""",ELFBAR ELFLIQ Dragon Fruit Blackberry Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01564,"=""EFL101127""",,"=""4895261135648""",ELFBAR ELFLIQ Cactus Ice Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01565,"=""EFL101128""",,"=""4895261135792""",ELFBAR ELFLIQ Cactus Ice Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01566,"=""EFL101129""",,"=""4895261135655""",ELFBAR ELFLIQ Dragon Fruit Blackberry Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01567,"=""EFL101130""",,"=""4895261135808""",ELFBAR ELFLIQ Dragon Fruit Blackberry Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01568,"=""EFL2001169""",,"=""4895261135693""",ELFBAR ELFLIQ Cactus Ice Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01569,"=""EFL2001170""",,"=""4895261135846""",ELFBAR ELFLIQ Cactus Ice Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01570,"=""EFL2001171""",,"=""4895261135709""",ELFBAR ELFLIQ Dragon Fruit Blackberry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01571,"=""EFL2001172""",,"=""4895261135853""",ELFBAR ELFLIQ Dragon Fruit Blackberry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01572,"=""10222135""",,"=""6942565255225""",2x Elfbar ELFA Pod - Raspberry Peach,"=""20mg""",Pods,,25%,15%,
CAT01573,"=""10222137""",,"=""6942565255171""",2x Elfbar ELFA Pod - Ice Tea Lemon,"=""20mg""",Pods,,25%,15%,
CAT01574,"=""10222139""",,"=""6942565255188""",2x Elfbar ELFA Pod - Vanilla White Peach,"=""20mg""",Pods,,25%,15%,
CAT01575,"=""10222141""",,"=""6942565255201""",2x Elfbar ELFA Pod - Double Mint,"=""20mg""",Pods,,25%,15%,
CAT01576,"=""EFA101135""",,"=""6942565255287""",2x Elfbar ELFA Pod - Raspberry Peach (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01577,"=""EFA101137""",,"=""6942565255232""",2x Elfbar ELFA Pod - Ice Tea Lemon  (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01578,"=""EFA101139""",,"=""6942565255249""",2x Elfbar ELFA Pod - Vanilla White Peach  (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01579,"=""EFA101141""",,"=""6942565255263""",2x Elfbar ELFA Pod - Double Mint  (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01580,"=""EFA4001191""",,"=""6942565255348""",2x Elfbar ELFA Pod - Raspberry Peach (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01581,"=""EFA4001193""",,"=""6942565255294""",2x Elfbar ELFA Pod - Ice Tea Lemon (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01582,"=""EFA4001195""",,"=""6942565255300""",2x Elfbar ELFA Pod - Vanilla White Peach (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01583,"=""EFA4001197""",,"=""6942565255324""",2x Elfbar ELFA Pod - Double Mint (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01584,"=""202124""",,"=""4262519679504""",3x Joyetech eRoll Slim Pro Pod Tank Verdampfer - Ohne Drip Tip,"=""0.8""",Pods,,25%,15%,
CAT01585,"=""EMA101010""",,"=""6942565221961""",Elfbar Elfa Master Luxe Edition Basisgerät (VE = 10Stk),"=""obsidian-black""",ELFBAR,,25%,15%,
CAT01586,"=""EMA101011""",,"=""6942565221954""",Elfbar Elfa Master Luxe Edition Basisgerät (VE = 10Stk),"=""meteor-grey""",ELFBAR,,25%,15%,
CAT01587,"=""10641010""",,"=""6942565221947""",Elfbar Elfa Master Luxe Edition Basisgerät,"=""obsidian-black""",ELFBAR,,25%,15%,
CAT01588,"=""10641011""",,"=""6942565221930""",Elfbar Elfa Master Luxe Edition Basisgerät,"=""meteor-grey""",ELFBAR,,25%,15%,
CAT01589,"=""EMA4001008""",,"=""6942565253887""",Elfbar Elfa Master Luxe Edition Basisgerät (VE = 50Stk),"=""obsidian-black""",ELFBAR,,25%,15%,
CAT01590,"=""EMA4001009""",,"=""6942565253870""",Elfbar Elfa Master Luxe Edition Basisgerät (VE = 50Stk),"=""meteor-grey""",ELFBAR,,25%,15%,
CAT01591,"=""8101478""",,"=""4262519674080""",OXVA Xlim Go 2 Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT01592,"=""8101480""",,"=""4262519674103""",OXVA Xlim Go 2 Pod Kit,"=""metal-silver""",Pods,,25%,15%,
CAT01593,"=""8101479""",,"=""4262519674097""",OXVA Xlim Go 2 Pod Kit,"=""black-shadow""",Pods,,25%,15%,
CAT01594,"=""8101481""",,"=""4262519674110""",OXVA Xlim Go 2 Pod Kit,"=""metal-blue""",Pods,,25%,15%,
CAT01595,"=""8101484""",,"=""4262519674141""",OXVA Xlim Go 2 Pod Kit,"=""light-brown-shadow""",Pods,,25%,15%,
CAT01596,"=""8101485""",,"=""4262519674158""",OXVA Xlim Go 2 Pod Kit,"=""pink-ripple""",Pods,,25%,15%,
CAT01597,"=""8101644""",,"=""4262403381308""",OXVA Xlim Go 2 Pod Kit,"=""weave-black""",Pods,,25%,15%,
CAT01598,"=""8101646""",,"=""4262403381322""",OXVA Xlim Go 2 Pod Kit,"=""shell-white""",Pods,,25%,15%,
CAT01599,"=""8101645""",,"=""4262403381315""",OXVA Xlim Go 2 Pod Kit,"=""weave-brown""",Pods,,25%,15%,
CAT01600,"=""8101647""",,"=""4262403381339""",OXVA Xlim Go 2 Pod Kit,"=""aurora-starry-purple""",Pods,,25%,15%,
CAT01601,"=""8101648""",,"=""4262403381346""",OXVA Xlim Go 2 Pod Kit,"=""aurora-pink-blue""",Pods,,25%,15%,
CAT01602,"=""8101649""",,"=""4262403381353""",OXVA Xlim Go 2 Pod Kit,"=""shell-pink""",Pods,,25%,15%,
CAT01603,"=""8101550""",,"=""4262519675957""",OXVA Xlim 3 Ultra Pod Kit,"=""midnight-black""",Pods,,25%,15%,
CAT01604,"=""8101552""",,"=""4262519675971""",OXVA Xlim 3 Ultra Pod Kit,"=""metal-silver""",Pods,,25%,15%,
CAT01605,"=""8101555""",,"=""4262519676008""",OXVA Xlim 3 Ultra Pod Kit,"=""mint-green""",Pods,,25%,15%,
CAT01606,"=""8101557""",,"=""4262519676022""",OXVA Xlim 3 Ultra Pod Kit,"=""cherry-pink""",Pods,,25%,15%,
CAT01607,"=""8101553""",,"=""4262519675988""",OXVA Xlim 3 Ultra Pod Kit,"=""metal-gray""",Pods,,25%,15%,
CAT01608,"=""8101556""",,"=""4262519676015""",OXVA Xlim 3 Ultra Pod Kit,"=""mocha-brown""",Pods,,25%,15%,
CAT01609,"=""8101551""",,"=""4262519675964""",OXVA Xlim 3 Ultra Pod Kit,"=""ultra-carbon""",Pods,,25%,15%,
CAT01610,"=""8101554""",,"=""4262519675995""",OXVA Xlim 3 Ultra Pod Kit,"=""bordeaux-red""",Pods,,25%,15%,
CAT01611,"=""8101653""",,"=""4262403381391""",OXVA Xlim 3 Ultra Pod Kit,"=""satin-blue""",Pods,,25%,15%,
CAT01612,"=""8101654""",,"=""4262403381407""",OXVA Xlim 3 Ultra Pod Kit,"=""satin-purple""",Pods,,25%,15%,
CAT01613,"=""8101650""",,"=""4262403381360""",OXVA Xlim 3 Ultra Pod Kit,"=""stone-black""",Pods,,25%,15%,
CAT01614,"=""8101651""",,"=""4262403381377""",OXVA Xlim 3 Ultra Pod Kit,"=""satin-grey""",Pods,,25%,15%,
CAT01615,"=""8101652""",,"=""4262403381384""",OXVA Xlim 3 Ultra Pod Kit,"=""brown-beige""",Pods,,25%,15%,
CAT01616,"=""8101655""",,"=""4262403381414""",OXVA Xlim 3 Ultra Pod Kit,"=""cloud-white""",Pods,,25%,15%,
CAT01617,"=""10501013""",,"=""4262519679610""",Keystone Keyplay Pod Kit,"=""silver-black""",Pods,,25%,15%,
CAT01618,"=""10501014""",,"=""4262519679603""",Keystone Keyplay Pod Kit,"=""full-black""",Pods,,25%,15%,
CAT01619,"=""10501016""",,"=""4262519679634""",Keystone Keyplay Pod Kit,"=""gold-black""",Pods,,25%,15%,
CAT01620,"=""10501015""",,"=""4262519679627""",Keystone Keyplay Pod Kit,"=""full-green""",Pods,,25%,15%,
CAT01621,"=""10504004""",,"=""4262519679641""",Keystone Keyplay Pod Tank Verdampfer,"=""0.5""",Pods,,25%,15%,
CAT01622,"=""10504004""",,"=""4262519679641""",Keystone Keyplay Pod Tank Verdampfer,"=""black""",Pods,,25%,15%,
CAT01623,"=""10504005""",,"=""4262519679658""",Keystone Keyplay Pod Tank Verdampfer,"=""0.5""",Pods,,25%,15%,
CAT01624,"=""10504005""",,"=""4262519679658""",Keystone Keyplay Pod Tank Verdampfer,"=""green""",Pods,,25%,15%,
CAT01625,"=""8101620""",,"=""4262403381032""",OXVA NeXlim 2 Pod Kit,"=""black-warrior""",Pods,,25%,15%,
CAT01626,"=""8101621""",,"=""4262403381049""",OXVA NeXlim 2 Pod Kit,"=""black-leather""",Pods,,25%,15%,
CAT01627,"=""8101625""",,"=""4262403381087""",OXVA NeXlim 2 Pod Kit,"=""green-leather""",Pods,,25%,15%,
CAT01628,"=""8101627""",,"=""4262403381100""",OXVA NeXlim 2 Pod Kit,"=""shiny-pink""",Pods,,25%,15%,
CAT01629,"=""8101626""",,"=""4262403381094""",OXVA NeXlim 2 Pod Kit,"=""pearly-white""",Pods,,25%,15%,
CAT01630,"=""8101622""",,"=""4262403381056""",OXVA NeXlim 2 Pod Kit,"=""mocha-brown-leather""",Pods,,25%,15%,
CAT01631,"=""8101623""",,"=""4262403381063""",OXVA NeXlim 2 Pod Kit,"=""bright-brown-leather""",Pods,,25%,15%,
CAT01632,"=""8101624""",,"=""4262403381070""",OXVA NeXlim 2 Pod Kit,"=""shiny-purple""",Pods,,25%,15%,
CAT01633,"=""8101628""",,"=""4262403381117""",OXVA NeXlim 2 Pod Kit,"=""color-clash""",Pods,,25%,15%,
CAT01634,"=""8101629""",,"=""4262403381124""",OXVA NeXlim 2 Mini Pod Kit,"=""classic-black""",Pods,,25%,15%,
CAT01635,"=""8101631""",,"=""4262403381148""",OXVA NeXlim 2 Mini Pod Kit,"=""navy-blue""",Pods,,25%,15%,
CAT01636,"=""8101630""",,"=""4262403381131""",OXVA NeXlim 2 Mini Pod Kit,"=""titanium-gray""",Pods,,25%,15%,
CAT01637,"=""8101633""",,"=""4262403381162""",OXVA NeXlim 2 Mini Pod Kit,"=""mint-green""",Pods,,25%,15%,
CAT01638,"=""8101634""",,"=""4262403381179""",OXVA NeXlim 2 Mini Pod Kit,"=""mist-purple""",Pods,,25%,15%,
CAT01639,"=""8101636""",,"=""4262403381209""",OXVA NeXlim 2 Mini Pod Kit,"=""sakura-pink""",Pods,,25%,15%,
CAT01640,"=""8101632""",,"=""4262403381155""",OXVA NeXlim 2 Mini Pod Kit,"=""aurora-blue""",Pods,,25%,15%,
CAT01641,"=""8101635""",,"=""4262403381186""",OXVA NeXlim 2 Mini Pod Kit,"=""solar-gold""",Pods,,25%,15%,
CAT01642,"=""8101637""",,"=""4262403381193""",OXVA NeXlim 2 Mini Pod Kit,"=""golden-hour""",Pods,,25%,15%,
CAT01643,"=""8102126""",,"=""4262403381216""",3x OXVA NeXlim V2 Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01644,"=""8102127""",,"=""4262403381223""",3x OXVA NeXlim V2 Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT01645,"=""501462""",,"=""4262403381520""",Aspire Pixo Aura 2 Pod Kit,"=""carbon-black""",Pods,,25%,15%,
CAT01646,"=""501464""",,"=""4262403381544""",Aspire Pixo Aura 2 Pod Kit,"=""sierra-blue""",Pods,,25%,15%,
CAT01647,"=""501465""",,"=""4262403381551""",Aspire Pixo Aura 2 Pod Kit,"=""sage-green""",Pods,,25%,15%,
CAT01648,"=""501466""",,"=""4262403381575""",Aspire Pixo Aura 2 Pod Kit,"=""gold""",Pods,,25%,15%,
CAT01649,"=""501463""",,"=""4262403381537""",Aspire Pixo Aura 2 Pod Kit,"=""lunar-silver""",Pods,,25%,15%,
CAT01650,"=""501467""",,"=""4262403381568""",Aspire Pixo Aura 2 Pod Kit,"=""rose-pink""",Pods,,25%,15%,
CAT01651,"=""10771001""",,"=""6937643582522""",2x Lost Mary Wavi Pod - Apple Peach,"=""20mg""",Pods,,25%,15%,
CAT01652,"=""10771002""",,"=""6937643582621""",2x Lost Mary Wavi Pod - Blackberry Ice,"=""20mg""",Pods,,25%,15%,
CAT01653,"=""10771003""",,"=""6937643582607""",2x Lost Mary Wavi Pod - Blue Razz Lemonade,"=""20mg""",Pods,,25%,15%,
CAT01654,"=""10771004""",,"=""6937643582508""",2x Lost Mary Wavi Pod - Blueberry,"=""20mg""",Pods,,25%,15%,
CAT01655,"=""10771005""",,"=""6937643584915""",2x Lost Mary Wavi Pod - Blueberry Sour Raspberry,"=""20mg""",Pods,,25%,15%,
CAT01656,"=""10771006""",,"=""6937643585097""",2x Lost Mary Wavi Pod - Cherry Cola,"=""20mg""",Pods,,25%,15%,
CAT01657,"=""10771007""",,"=""6937643582485""",2x Lost Mary Wavi Pod - Cherry Ice,"=""20mg""",Pods,,25%,15%,
CAT01658,"=""10771008""",,"=""6937643521293""",2x Lost Mary Wavi Pod - Cola,"=""20mg""",Pods,,25%,15%,
CAT01659,"=""10771009""",,"=""6937643585011""",2x Lost Mary Wavi Pod - Double Apple,"=""20mg""",Pods,,25%,15%,
CAT01660,"=""10771010""",,"=""6937643585004""",2x Lost Mary Wavi Pod - Grape,"=""20mg""",Pods,,25%,15%,
CAT01661,"=""10771011""",,"=""6937643582546""",2x Lost Mary Wavi Pod - Kiwi Passion Fruit Guava,"=""20mg""",Pods,,25%,15%,
CAT01662,"=""10771012""",,"=""6937643585066""",2x Lost Mary Wavi Pod - Lemon Lime,"=""20mg""",Pods,,25%,15%,
CAT01663,"=""10771013""",,"=""6937643582706""",2x Lost Mary Wavi Pod - Lemon Mint,"=""20mg""",Pods,,25%,15%,
CAT01664,"=""10771014""",,"=""6937643585059""",2x Lost Mary Wavi Pod - Maryturbo,"=""20mg""",Pods,,25%,15%,
CAT01665,"=""10771015""",,"=""6937643584953""",2x Lost Mary Wavi Pod - Menthol,"=""20mg""",Pods,,25%,15%,
CAT01666,"=""10771016""",,"=""6937643582478""",2x Lost Mary Wavi Pod - Mix Berries,"=""20mg""",Pods,,25%,15%,
CAT01667,"=""10771017""",,"=""6937643582515""",2x Lost Mary Wavi Pod - Peach Ice,"=""20mg""",Pods,,25%,15%,
CAT01668,"=""10771018""",,"=""6937643582539""",2x Lost Mary Wavi Pod - Pink Lemonade,"=""20mg""",Pods,,25%,15%,
CAT01669,"=""10771019""",,"=""6937643585127""",2x Lost Mary Wavi Pod - Raspberry Watermelon,"=""20mg""",Pods,,25%,15%,
CAT01670,"=""10771020""",,"=""6937643585165""",2x Lost Mary Wavi Pod - Strawberry Ice,"=""20mg""",Pods,,25%,15%,
CAT01671,"=""10771021""",,"=""6937643521286""",2x Lost Mary Wavi Pod - Strawberry Raspberry Cherry Ice,"=""20mg""",Pods,,25%,15%,
CAT01672,"=""10771022""",,"=""6937643585103""",2x Lost Mary Wavi Pod - Triple Mango,"=""20mg""",Pods,,25%,15%,
CAT01673,"=""10771023""",,"=""6937643582683""",2x Lost Mary Wavi Pod - Tropical Fruit,"=""20mg""",Pods,,25%,15%,
CAT01674,"=""10771024""",,"=""6937643582492""",2x Lost Mary Wavi Pod - Watermelon,"=""20mg""",Pods,,25%,15%,
CAT01675,"=""10771025""",,"=""6937643585219""",2x Lost Mary Wavi Pod - Wild Orange,"=""20mg""",Pods,,25%,15%,
CAT01676,"=""WAP101001""",,"=""6937643585400""",2x Lost Mary Wavi Pod - Apple Peach (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01677,"=""WAP101002""",,"=""6937643585455""",2x Lost Mary Wavi Pod - Blackberry Ice (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01678,"=""WAP101003""",,"=""6937643585448""",2x Lost Mary Wavi Pod - Blue Razz Lemonade (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01679,"=""WAP101004""",,"=""6937643585301""",2x Lost Mary Wavi Pod - Blueberry (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01680,"=""WAP101005""",,"=""6937643585585""",2x Lost Mary Wavi Pod - Blueberry Sour Raspberry (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01681,"=""WAP101006""",,"=""6937643585646""",2x Lost Mary Wavi Pod - Cherry Cola (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01682,"=""WAP101007""",,"=""6937643585264""",2x Lost Mary Wavi Pod - Cherry Ice (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01683,"=""WAP101008""",,"=""6937643585578""",2x Lost Mary Wavi Pod - Cola (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01684,"=""WAP101009""",,"=""6937643585615""",2x Lost Mary Wavi Pod - Double Apple (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01685,"=""WAP101010""",,"=""6937643585608""",2x Lost Mary Wavi Pod - Grape (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01686,"=""WAP101011""",,"=""6937643585431""",2x Lost Mary Wavi Pod - Kiwi Passion Fruit Guava (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01687,"=""WAP101012""",,"=""6937643585639""",2x Lost Mary Wavi Pod - Lemon Lime (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01688,"=""WAP101013""",,"=""6937643585554""",2x Lost Mary Wavi Pod - Lemon Mint (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01689,"=""WAP101014""",,"=""6937643585622""",2x Lost Mary Wavi Pod - Maryturbo (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01690,"=""WAP101015""",,"=""6937643585592""",2x Lost Mary Wavi Pod - Menthol (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01691,"=""WAP101016""",,"=""6937643585226""",2x Lost Mary Wavi Pod - Mix Berries (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01692,"=""WAP101017""",,"=""6937643585318""",2x Lost Mary Wavi Pod - Peach Ice (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01693,"=""WAP101018""",,"=""6937643585424""",2x Lost Mary Wavi Pod - Pink Lemonade (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01694,"=""WAP101019""",,"=""6937643585660""",2x Lost Mary Wavi Pod - Raspberry Watermelon (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01695,"=""WAP101020""",,"=""6937643585677""",2x Lost Mary Wavi Pod - Strawberry Ice (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01696,"=""WAP101021""",,"=""6937643585561""",2x Lost Mary Wavi Pod - Strawberry Raspberry Cherry Ice (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01697,"=""WAP101022""",,"=""6937643585653""",2x Lost Mary Wavi Pod - Triple Mango (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01698,"=""WAP101023""",,"=""6937643585530""",2x Lost Mary Wavi Pod - Tropical Fruit (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01699,"=""WAP101024""",,"=""6937643585271""",2x Lost Mary Wavi Pod - Watermelon (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01700,"=""WAP101025""",,"=""6937643585684""",2x Lost Mary Wavi Pod - Wild Orange (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01701,"=""10751001""",,"=""6975207757900""",Lost Mary 800 Einweg E-Zigarette - Apple Peach,"=""20mg""",Einweg,,25%,15%,
CAT01702,"=""10751002""",,"=""6975207757917""",Lost Mary 800 Einweg E-Zigarette - Blackberry Cherry,"=""20mg""",Einweg,,25%,15%,
CAT01703,"=""10751003""",,"=""6975207757924""",Lost Mary 800 Einweg E-Zigarette - Blackberry Ice,"=""20mg""",Einweg,,25%,15%,
CAT01704,"=""10751004""",,"=""6975207757948""",Lost Mary 800 Einweg E-Zigarette - Blueberry Melon Passion Fruit,"=""20mg""",Einweg,,25%,15%,
CAT01705,"=""10751005""",,"=""6975207757955""",Lost Mary 800 Einweg E-Zigarette - Blueberry Raspberry Blackberry,"=""20mg""",Einweg,,25%,15%,
CAT01706,"=""10751006""",,"=""6975207757962""",Lost Mary 800 Einweg E-Zigarette - Cherry Cola,"=""20mg""",Einweg,,25%,15%,
CAT01707,"=""10751007""",,"=""6975207757986""",Lost Mary 800 Einweg E-Zigarette - Grape Ice,"=""20mg""",Einweg,,25%,15%,
CAT01708,"=""10751008""",,"=""6975207757993""",Lost Mary 800 Einweg E-Zigarette - Lemon Lime,"=""20mg""",Einweg,,25%,15%,
CAT01709,"=""10751009""",,"=""6975207758006""",Lost Mary 800 Einweg E-Zigarette - Mint,"=""20mg""",Einweg,,25%,15%,
CAT01710,"=""10751010""",,"=""6975207758037""",Lost Mary 800 Einweg E-Zigarette - Peach Ice,"=""20mg""",Einweg,,25%,15%,
CAT01711,"=""10751012""",,"=""6975207758013""",Lost Mary 800 Einweg E-Zigarette - Orange Cola,"=""20mg""",Einweg,,25%,15%,
CAT01712,"=""10751013""",,"=""6975207758051""",Lost Mary 800 Einweg E-Zigarette - Watermelon,"=""20mg""",Einweg,,25%,15%,
CAT01713,"=""10751015""",,"=""6975207757931""",Lost Mary 800 Einweg E-Zigarette - Blueberry,"=""20mg""",Einweg,,25%,15%,
CAT01714,"=""LME101001""",,"=""6975207758068""",Lost Mary 800 Einweg E-Zigarette - Apple Peach (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01715,"=""LME101002""",,"=""6975207758075""",Lost Mary 800 Einweg E-Zigarette - Blackberry Cherry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01716,"=""LME101003""",,"=""6975207758082""",Lost Mary 800 Einweg E-Zigarette - Blackberry Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01717,"=""LME101004""",,"=""6975207758105""",Lost Mary 800 Einweg E-Zigarette - Blueberry Melon Passion Fruit (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01718,"=""LME101005""",,"=""6941976217327""",Lost Mary 800 Einweg E-Zigarette - Blueberry Raspberry Blackberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01719,"=""LME101006""",,"=""6975207758129""",Lost Mary 800 Einweg E-Zigarette - Cherry Cola (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01720,"=""LME101007""",,"=""6975207758143""",Lost Mary 800 Einweg E-Zigarette - Grape Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
